Plateforme,Asset,Quote,Datetime,Bid,BidAmount,Ask,AskAmount,OpenInterest
Deribit,BTC-PERPETUAL,10934.85,1601296688.466,10940.5,15290.0,10941.0,164720.0,92566270
Deribit,BTC-PERPETUAL,10925.01,1601296750.486,10928.0,650.0,10928.5,208240.0,92570270
Deribit,ETH-PERPETUAL,365.0,1601296750.493,365.15,2.0,365.2,4724.0,23273216
Deribit,ETH-PERPETUAL,365.0,1601296750.506,365.15,2.0,365.2,4784.0,23273216
Deribit,ETH-PERPETUAL,365.0,1601296750.525,365.15,2.0,365.2,4802.0,23273216
Deribit,ETH-PERPETUAL,365.0,1601296750.576,365.15,2.0,365.2,3302.0,23273216
Deribit,ETH-PERPETUAL,365.0,1601296750.642,365.1,29.0,365.2,3302.0,23273216
Deribit,ETH-PERPETUAL,365.0,1601296750.694,365.1,29.0,365.2,4802.0,23273216
Deribit,ETH-PERPETUAL,365.0,1601296750.712,365.1,29.0,365.2,3302.0,23273216
Deribit,BTC-PERPETUAL,10925.01,1601296750.717,10928.0,650.0,10928.5,208430.0,92570270
Deribit,ETH-PERPETUAL,365.0,1601296750.787,365.1,29.0,365.15,1500.0,23273216
Deribit,ETH-PERPETUAL,365.0,1601296750.793,365.1,29.0,365.15,1510.0,23273216
Deribit,ETH-PERPETUAL,365.0,1601296750.797,365.1,29.0,365.15,1500.0,23273216
Deribit,ETH-PERPETUAL,365.0,1601296750.8,365.1,2329.0,365.15,1500.0,23273216
Deribit,ETH-PERPETUAL,365.0,1601296750.86,365.1,2328.0,365.15,1500.0,23273216
Deribit,ETH-PERPETUAL,365.0,1601296750.881,365.1,28.0,365.15,1500.0,23273216
Deribit,ETH-PERPETUAL,365.0,1601296750.905,365.1,28.0,365.15,1537.0,23273216
Deribit,BTC-PERPETUAL,10925.01,1601296750.948,10928.0,650.0,10928.5,231690.0,92570270
Deribit,ETH-PERPETUAL,365.0,1601296750.963,365.1,48.0,365.15,1537.0,23273216
Deribit,BTC-PERPETUAL,10925.01,1601296750.967,10928.0,970.0,10928.5,231690.0,92570270
Deribit,BTC-PERPETUAL,10923.17,1601296750.971,10928.0,970.0,10928.5,231690.0,92570270
Deribit,ETH-PERPETUAL,365.0,1601296751.06,365.1,38.0,365.15,1537.0,23273216
Deribit,ETH-PERPETUAL,365.0,1601296751.077,365.1,73.0,365.15,1537.0,23273216
Deribit,BTC-PERPETUAL,10923.17,1601296751.089,10928.0,970.0,10928.5,240690.0,92570270
Deribit,BTC-PERPETUAL,10923.17,1601296751.382,10928.0,970.0,10928.5,240910.0,92570270
Deribit,ETH-PERPETUAL,365.0,1601296751.403,365.1,74.0,365.15,1537.0,23273216
