Plateforme,Asset,Quote,Datetime,Bid,BidAmount,Ask,AskAmount,OpenInterest
Kraken,btc_usd,10895.50000,1601297500.388661,10890.00000,19.67570278,10895.50000,0.38143250,10890.15830
Kraken,btc_usd,10902.90000,1601297690.096553,10902.80000,0.92632384,10902.90000,0.15763392,10890.21712
Kraken,btc_usd,10909.10000,1601297792.963999,10902.80000,0.71399999,10909.10000,0.16463695,10890.31134
Kraken,btc_usd,10902.60000,1601298566.792844,10902.60000,0.91921757,10904.60000,0.47414603,10890.34563
Kraken,btc_usd,10918.5,1601298756.09676,10918.5,17.18336253,10918.6,0.00694493,10890.35566
Kraken,btc_eur,9366.6,1601298761.166613,9366.5,3.97154688,9366.6,0.92327787,9359.61254
Kraken,eth_usd,365.27,1601298768.425035,365.23,50.72244873,365.27,20.44312089,359.62772
Kraken,eth_eur,312.95,1601298772.16506,312.95,43.76706808,312.96,9.7,309.20433
Kraken,btc_usd,10918.5,1601298777.785636,10918.5,8.84475129,10918.6,0.01158482,10890.35568
Kraken,btc_eur,9366.5,1601298780.301416,9366.5,0.09509158,9366.6,6.17612752,9359.61256
Kraken,eth_usd,365.18,1601298782.621741,365.18,0.01109164,365.19,10.2830436,359.62783
Kraken,eth_usd,365.18,1601298787.80338,364.83,4.85,365.19,10.2830436,359.62783
Kraken,eth_usd,365.1,1601298790.100635,364.84,30.0,365.1,99.5,359.62793
Kraken,btc_eur,9366.3,1601298792.919193,9362.0,0.5625,9366.4,0.5,9359.61257
Kraken,btc_eur,9360.5,1601298795.03794,9360.4,0.1,9360.5,0.80365984,9359.61258
Kraken,btc_usd,10918.6,1601298797.054197,10918.5,0.193,10918.6,5.40557382,10890.35582
Kraken,btc_usd,10918.6,1601298802.697171,10918.5,0.193,10918.6,5.80173937,10890.35588
Kraken,btc_eur,9359.3,1601298805.153143,9359.2,0.68723354,9359.3,1.82343806,9359.61253
Kraken,btc_usd,10920.0,1601298810.589979,10918.5,0.193,10920.1,0.68709156,10890.51372
Kraken,btc_usd,10920.0,1601298813.008495,10920.0,0.93358827,10920.1,0.68709156,10890.51528
Kraken,btc_eur,9359.2,1601298815.804871,9359.2,3.8121947,9359.3,0.98865709,9359.61252
Kraken,btc_eur,9359.2,1601298818.755577,9359.2,3.76440871,9359.3,0.98865709,9359.61251
Kraken,btc_eur,9359.2,1601298821.220891,9359.2,3.67777876,9359.3,0.98865709,9359.6125
Kraken,btc_eur,9359.2,1601298824.091335,9359.2,3.64922176,9359.3,0.98865709,9359.6125
Kraken,btc_eur,9359.2,1601298826.553675,9359.2,3.56814076,9359.3,0.98865709,9359.61249
Kraken,eth_eur,312.8,1601298829.40663,312.68,33.7398118,312.8,9.01582114,309.20465
Kraken,btc_eur,9359.2,1601298833.692493,9359.2,4.26678757,9359.3,0.98865709,9359.61248
Kraken,btc_eur,9359.2,1601298839.012405,9359.2,4.32399251,9359.3,0.98865709,9359.61248
Kraken,btc_eur,9360.4,1601298843.583948,9360.4,2.69086144,9360.5,0.98443806,9359.61248
Kraken,eth_usd,364.81,1601298846.785508,364.8,50.359,364.85,20.5771134,359.628
